unit_number,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,max_cycle,RUL,RUL_capped,failure_risk,degradation_index,thermal_stress_index,efficiency_loss_index,cycle_log,cycle_ratio,operational_setting_magnitude,asset_health_score
28,139,0.0028,-0.0001,100.0,518.67,643.5,1591.72,1414.2,14.62,21.61,553.18,2388.13,9077.91,1.3,47.71,521.42,2388.1,8149.43,8.493,0.03,395,2388,100.0,38.62,23.2133,165,26,26,High Risk,0.6061863042234894,0.6452600105393187,0.4987336118549585,4.941642422609304,0.3839779005524862,0.00280178514522438,34.45494275995997
28,140,0.0019,0.0,100.0,518.67,642.84,1592.1,1418.51,14.62,21.61,553.22,2388.1,9081.4,1.3,47.63,520.67,2388.14,8151.52,8.4526,0.03,394,2388,100.0,38.68,23.2411,165,25,25,High Risk,0.47169698268252164,0.42705503752697854,0.594462331860265,4.948759890378168,0.3867403314917127,0.0019,39.865094290627724
28,141,0.0013,-0.0002,100.0,518.67,643.12,1590.49,1414.89,14.62,21.61,553.02,2388.14,9078.09,1.3,47.77,521.5,2388.11,8154.82,8.4868,0.03,394,2388,100.0,38.58,23.2571,165,24,24,High Risk,0.5388130731517049,0.5634788558161604,0.47098217082445254,4.955827057601261,0.38950276243093923,0.0013152946437965905,37.16519057021467
28,142,0.0,0.0003,100.0,518.67,643.88,1600.09,1417.57,14.62,21.61,552.98,2388.12,9082.53,1.3,47.81,520.73,2388.17,8152.03,8.5027,0.03,394,2388,100.0,38.65,23.238,165,23,23,High Risk,0.9016632030500633,0.9784250019658597,0.6905682560316232,4.962844630259907,0.39226519337016574,0.0003,22.568684593532996
28,143,0.0002,-0.0004,100.0,518.67,643.12,1591.03,1416.38,14.62,21.61,552.69,2388.13,9072.17,1.3,47.59,520.67,2388.18,8154.09,8.4654,0.03,395,2388,100.0,38.7,23.2628,165,22,22,High Risk,0.6029784553035371,0.5799211271569903,0.6663861077065412,4.969813299576001,0.39502762430939226,0.00044721359549995795,34.583986081359605
28,144,-0.001,0.0,100.0,518.67,642.7,1587.86,1416.58,14.62,21.61,552.75,2388.1,9077.92,1.3,47.7,520.81,2388.1,8154.7,8.4862,0.03,394,2388,100.0,38.83,23.2113,165,21,21,High Risk,0.4191330650205247,0.37477734409735053,0.5411112975592544,4.976733742420574,0.39779005524861877,0.001,41.97960238940135
28,145,-0.0005,0.0,100.0,518.67,643.19,1592.22,1415.47,14.62,21.61,553.43,2388.15,9081.83,1.3,47.9,520.46,2388.13,8152.82,8.4972,0.03,396,2388,100.0,38.7,23.2044,165,20,20,High Risk,0.7918273119198047,0.8385203250890406,0.6634215257044065,4.983606621708336,0.4005524861878453,0.0005,26.987093488098
28,146,-0.002,0.0005,100.0,518.67,642.81,1591.98,1421.31,14.62,21.61,552.91,2388.18,9082.54,1.3,47.97,520.36,2388.13,8151.87,8.4752,0.03,395,2388,100.0,38.75,23.209,165,19,19,High Risk,0.7710636526035604,0.7734818571323626,0.7644135901493534,4.990432586778736,0.40331491712707185,0.00206155281280883,27.822360868027673
28,147,0.0023,-0.0004,100.0,518.67,643.3,1593.76,1417.7,14.62,21.61,552.68,2388.15,9083.73,1.3,47.68,520.61,2388.16,8157.0,8.4826,0.03,394,2388,100.0,38.62,23.0827,165,18,18,High Risk,0.868342009371534,0.7418727718784659,1.216132412477471,4.997212273764115,0.40607734806629836,0.0023345235059857505,23.909108538854618
28,148,-0.0005,-0.0003,100.0,518.67,643.41,1594.69,1414.66,14.62,21.61,552.14,2388.16,9077.92,1.3,48.0,521.0,2388.17,8150.17,8.5174,0.03,396,2388,100.0,38.41,23.1716,165,17,17,High Risk,1.1038062975802625,1.0246023627907794,1.3216171182513403,5.003946305945459,0.4088397790055249,0.00058309518948453,14.436999789447347
28,149,-0.0039,-0.0004,100.0,518.67,643.34,1598.63,1413.08,14.62,21.61,552.6,2388.2,9081.74,1.3,47.49,520.57,2388.17,8153.19,8.4742,0.03,395,2388,100.0,38.64,23.2073,165,16,16,High Risk,0.8355311891831501,0.7986819076223859,0.9368667134752513,5.0106352940962555,0.4116022099447514,0.003920459156782532,25.229001501587543
28,150,-0.0023,-0.0002,100.0,518.67,643.49,1601.63,1416.81,14.62,21.61,552.48,2388.2,9069.75,1.3,47.91,520.29,2388.2,8156.72,8.4797,0.03,395,2388,100.0,38.6,23.2244,165,15,15,Critical Risk,1.072906883467551,1.0697805143145684,1.0815043986382524,5.017279836814924,0.4143646408839779,0.002308679276123039,15.680001915141784
28,151,0.0001,0.0001,100.0,518.67,643.38,1597.84,1427.3,14.62,21.61,552.37,2388.18,9081.63,1.3,48.04,521.23,2388.16,8158.45,8.4848,0.03,394,2388,100.0,38.55,23.1402,165,14,14,Critical Risk,1.0728646150151826,1.0784273955206898,1.0575669686250389,5.0238805208462765,0.4171270718232044,0.0001414213562373095,15.681702263761732
28,152,0.0035,0.0002,100.0,518.67,643.6,1592.42,1422.7,14.62,21.61,552.32,2388.19,9080.04,1.3,47.96,520.54,2388.14,8156.49,8.5076,0.03,395,2388,100.0,38.76,23.1725,165,13,13,Critical Risk,1.0207816847203761,1.0499700242288272,0.9405137510721343,5.030437921392435,0.4198895027624309,0.003505709628591621,17.776861506350915
28,153,0.0,0.0,100.0,518.67,643.05,1595.44,1421.17,14.62,21.61,551.62,2388.17,9086.36,1.3,47.89,520.28,2388.14,8155.37,8.5064,0.03,396,2388,100.0,38.65,23.22,165,12,12,Critical Risk,1.076329099440952,1.0063358865299128,1.2688104349463092,5.0369526024136295,0.42265193370165743,0.0,15.542335171235033
28,154,-0.0042,0.0003,100.0,518.67,643.79,1591.72,1416.78,14.62,21.61,552.53,2388.17,9077.1,1.3,47.93,520.46,2388.13,8155.53,8.4689,0.03,395,2388,100.0,38.6,23.1744,165,11,11,Critical Risk,0.9273475273103041,0.8553898506452421,1.1252311381392237,5.043425116919247,0.425414364640884,0.0042107006542854595,21.53547181040225
28,155,0.0016,-0.0001,100.0,518.67,642.86,1588.91,1421.73,14.62,21.61,552.41,2388.17,9080.65,1.3,48.11,520.86,2388.18,8155.71,8.4889,0.03,394,2388,100.0,38.57,23.1103,165,10,10,Critical Risk,0.9280245795642486,0.8243706606941092,1.2130728564571314,5.049856007249537,0.4281767955801105,0.0016031219541881396,21.5082357797193
28,156,-0.0003,-0.0,100.0,518.67,643.25,1595.61,1421.04,14.62,21.61,552.25,2388.14,9085.06,1.3,47.96,520.36,2388.18,8154.45,8.5036,0.03,394,2388,100.0,38.59,23.0898,165,9,9,Critical Risk,1.079678620079009,0.9459523708575023,1.4474258054381524,5.056245805348308,0.430939226519337,0.0003,15.407592769389645
28,157,0.0016,-0.0002,100.0,518.67,643.59,1595.93,1422.9,14.62,21.61,552.07,2388.16,9089.54,1.3,48.11,520.08,2388.19,8150.49,8.4855,0.03,395,2388,100.0,38.55,22.9847,165,8,8,Critical Risk,1.3366611252257097,1.1350012849443534,1.8912256859994387,5.062595033026967,0.43370165745856354,0.0016124515496597099,5.0698627723597784
28,158,0.0006,0.0004,100.0,518.67,642.95,1605.08,1423.15,14.62,21.61,551.72,2388.23,9077.78,1.3,48.03,520.11,2388.16,8155.23,8.4629,0.03,394,2388,100.0,38.61,23.1739,165,7,7,Critical Risk,1.1534901960746995,1.0420395331259635,1.4599795191837228,5.0689042022202315,0.43646408839779005,0.0007211102550927978,12.438347283736405
28,159,0.0043,0.0001,100.0,518.67,643.4,1595.53,1420.72,14.62,21.61,551.06,2388.2,9082.95,1.3,48.0,519.91,2388.19,8150.76,8.5378,0.03,395,2388,100.0,38.31,23.0893,165,6,6,Critical Risk,1.4905024591161256,1.1872241136440975,2.324517909164203,5.075173815233827,0.43922651933701656,0.004301162633521313,0.0
28,160,0.0004,-0.0002,100.0,518.67,643.32,1601.84,1418.55,14.62,21.61,551.39,2388.15,9085.03,1.3,48.1,519.89,2388.16,8162.01,8.5162,0.03,397,2388,100.0,38.61,23.0811,165,5,5,Critical Risk,1.4472090354140514,1.3036203251199685,1.8420779887227796,5.081404364984463,0.4419889502762431,0.00044721359549995795,0.6228112245876716
28,161,-0.0023,-0.0001,100.0,518.67,643.6,1594.0,1426.37,14.62,21.61,551.52,2388.18,9089.03,1.3,48.15,519.94,2388.22,8154.17,8.5019,0.03,396,2388,100.0,38.43,23.2617,165,4,4,Critical Risk,1.4105558072945015,1.3342882448022262,1.6202916041482576,5.087596335232384,0.4447513812154696,0.0023021728866442675,2.09727414805847
28,162,0.0003,-0.0,100.0,518.67,643.83,1604.96,1430.24,14.62,21.61,551.63,2388.27,9081.64,1.3,48.14,519.94,2388.25,8154.59,8.5141,0.03,396,2388,100.0,38.26,23.2241,165,3,3,Critical Risk,1.7773117035293196,1.7286276805640173,1.9111927666838984,5.093750200806762,0.44751381215469616,0.0003,0.0
28,163,0.0046,0.0002,100.0,518.67,643.73,1601.34,1421.09,14.62,21.61,551.12,2388.17,9085.22,1.3,48.28,519.96,2388.18,8158.02,8.5312,0.03,396,2388,100.0,38.59,23.0807,165,2,2,Critical Risk,1.5893786833115728,1.4679887596883392,1.923200973275467,5.099866427824199,0.45027624309392267,0.004604345773288535,0.0
28,164,-0.0038,-0.0002,100.0,518.67,643.71,1594.05,1431.96,14.62,21.61,551.92,2388.28,9088.77,1.3,48.13,520.27,2388.24,8158.56,8.5308,0.03,396,2388,100.0,38.59,22.9402,165,1,1,Critical Risk,1.719585645518495,1.6479308120466933,1.9166364375659504,5.10594547390058,0.4530386740331492,0.00380525951808809,0.0
28,165,-0.0036,-0.0004,100.0,518.67,644.01,1600.61,1431.57,14.62,21.61,551.78,2388.19,9087.32,1.3,48.04,519.31,2388.2,8166.05,8.5311,0.03,396,2388,100.0,38.37,23.1508,165,0,0,Critical Risk,1.75505100998145,1.6297953739291835,2.099504009125183,5.111987788356544,0.4558011049723757,0.0036221540552549667,0.0
29,1,0.0042,-0.0,100.0,518.67,642.85,1590.52,1408.46,14.62,21.61,554.41,2388.04,9055.13,1.3,47.4,521.92,2388.02,8143.8,8.4185,0.03,393,2388,100.0,39.09,23.3381,163,162,125,Low Risk,-0.4671122197916363,-0.2891645042760534,-0.956468437459489,0.6931471805599453,0.0027624309392265192,0.0042,77.63091826516062
29,2,0.0011,0.0004,100.0,518.67,642.27,1592.43,1408.53,14.62,21.61,553.71,2388.03,9060.3,1.3,47.27,521.77,2388.05,8140.58,8.4272,0.03,392,2388,100.0,38.84,23.335,163,161,125,Low Risk,-0.40000474466596253,-0.41638553769468595,-0.3549575638369732,1.0986122886681098,0.0055248618784530384,0.0011704699910719625,74.93136111734782
29,3,0.0002,-0.0001,100.0,518.67,642.67,1587.06,1399.36,14.62,21.61,554.12,2388.11,9062.25,1.3,47.56,521.94,2388.08,8144.01,8.4103,0.03,393,2388,100.0,38.81,23.3956,163,160,125,Low Risk,-0.3392860567640747,-0.23471890245077473,-0.6268457311256497,1.3862943611198906,0.008287292817679558,0.00022360679774997898,72.4888080690564
29,4,0.001,-0.0005,100.0,518.67,642.7,1590.5,1404.58,14.62,21.61,554.62,2388.05,9070.14,1.3,47.35,522.65,2388.07,8145.94,8.4657,0.03,393,2388,100.0,38.89,23.3491,163,159,125,Low Risk,-0.3509215263793622,-0.11053033116703563,-1.0119973132132603,1.6094379124341003,0.011049723756906077,0.0011180339887498947,72.95687239585881
29,5,0.0006,-0.0005,100.0,518.67,642.76,1588.83,1405.83,14.62,21.61,553.38,2388.08,9062.12,1.3,47.4,521.66,2388.06,8140.63,8.4279,0.03,393,2388,100.0,38.88,23.2584,163,158,125,Low Risk,-0.18796668037455488,-0.21890592737036407,-0.1028837511360795,1.791759469228055,0.013812154696132596,0.0007810249675906653,66.40162771590046
29,6,-0.0032,-0.0003,100.0,518.67,642.29,1587.25,1401.97,14.62,21.61,553.52,2388.08,9057.78,1.3,47.31,521.82,2388.03,8137.41,8.4409,0.03,393,2388,100.0,38.81,23.425,163,157,125,Low Risk,-0.44970788581816284,-0.43702177666663683,-0.4845946859848594,1.9459101490553132,0.016574585635359115,0.0032140317359976396,76.93078770454837
29,7,-0.0012,-0.0,100.0,518.67,641.61,1591.95,1410.22,14.62,21.61,553.67,2388.05,9060.72,1.3,47.31,521.88,2388.05,8140.89,8.4337,0.03,392,2388,100.0,38.85,23.4348,163,156,125,Low Risk,-0.5101046709071735,-0.4682302236597851,-0.6252594008374914,2.0794415416798357,0.019337016574585635,0.0012,79.36039144968426
29,8,0.0028,0.0002,100.0,518.67,642.45,1581.85,1403.44,14.62,21.61,553.81,2388.01,9054.0,1.3,47.4,521.63,2388.07,8140.8,8.4199,0.03,393,2388,100.0,39.05,23.4201,163,155,125,Low Risk,-0.6094691789514993,-0.5319141910077997,-0.822745395796673,2.1972245773362196,0.022099447513812154,0.00280713376952364,83.35756415552102
29,9,-0.0024,0.0001,100.0,518.67,641.88,1586.87,1406.02,14.62,21.61,553.43,2388.02,9064.46,1.3,47.36,521.88,2388.02,8145.7,8.4254,0.03,392,2388,100.0,38.88,23.3746,163,154,125,Low Risk,-0.5465247663085652,-0.5780117526738192,-0.4599355538041163,2.302585092994046,0.024861878453038673,0.0024020824298928625,80.82547605733383
29,10,-0.0005,-0.0002,100.0,518.67,642.61,1588.05,1402.72,14.62,21.61,554.02,2388.06,9058.27,1.3,47.43,522.33,2388.08,8140.65,8.4242,0.03,394,2388,100.0,38.84,23.357,163,153,125,Low Risk,-0.3620576895278795,-0.24529913031840087,-0.6831437273539459,2.3978952727983707,0.027624309392265192,0.0005385164807134503,73.40485093730283
29,11,-0.0011,-0.0,100.0,518.67,642.64,1585.48,1406.08,14.62,21.61,553.32,2388.07,9059.95,1.3,47.38,521.84,2388.06,8141.68,8.4439,0.03,392,2388,100.0,38.97,23.3476,163,152,125,Low Risk,-0.3702895418095554,-0.33132732443576957,-0.47743563958746665,2.4849066497880004,0.03038674033149171,0.0011,73.73599669453957
29,12,0.0014,-0.0001,100.0,518.67,642.33,1591.01,1410.3,14.62,21.61,554.0,2388.11,9058.11,1.3,47.27,521.79,2388.07,8143.65,8.4137,0.03,393,2388,100.0,38.88,23.2505,163,151,125,Low Risk,-0.2638628257877896,-0.24933051209331555,-0.3038266884475932,2.5649493574615367,0.03314917127071823,0.00140356688476182,69.45472994419978
29,13,0.0006,-0.0,100.0,518.67,642.25,1596.28,1403.02,14.62,21.61,554.06,2388.09,9060.55,1.3,47.39,521.9,2388.03,8144.47,8.3917,0.03,393,2388,100.0,38.87,23.2653,163,150,125,Low Risk,-0.3458191550061265,-0.33396872375888714,-0.37840784093603463,2.6390573296152584,0.03591160220994475,0.0006,72.75161742112435
29,14,0.0008,0.0004,100.0,518.67,642.3,1593.51,1402.65,14.62,21.61,553.24,2388.06,9060.52,1.3,47.37,522.32,2388.03,8140.22,8.4174,0.03,392,2388,100.0,38.91,23.3366,163,149,125,Low Risk,-0.45234925534346065,-0.4316958693098036,-0.5091460669360175,2.70805020110221,0.03867403314917127,0.0008944271909999159,77.03704305044953
29,15,-0.0013,0.0002,100.0,518.67,642.42,1587.53,1402.14,14.62,21.61,554.06,2388.07,9052.72,1.3,47.49,522.23,2388.03,8141.46,8.4243,0.03,393,2388,100.0,38.92,23.4404,163,148,125,Low Risk,-0.5509541191437254,-0.40082596874860826,-0.9638065327302976,2.772588722239781,0.04143646408839779,0.0013152946437965905,81.00365726716103
29,16,-0.0008,-0.0,100.0,518.67,642.31,1585.86,1403.55,14.62,21.61,554.53,2388.06,9057.35,1.3,47.26,522.01,2388.09,8143.12,8.4339,0.03,394,2388,100.0,39.06,23.3746,163,147,125,Low Risk,-0.5312587239182925,-0.3376546925988726,-1.0636698100466975,2.833213344056216,0.04419889502762431,0.0008,80.21136334073563
29,17,0.0019,0.0004,100.0,518.67,642.3,1584.21,1406.37,14.62,21.61,553.6,2388.02,9066.63,1.3,47.42,522.32,2388.11,8137.84,8.4449,0.03,393,2388,100.0,38.79,23.2866,163,146,125,Low Risk,-0.326853672114855,-0.3259351928547527,-0.32937949008013634,2.8903717578961645,0.04696132596685083,0.00194164878389476,71.98868594732097
29,18,0.0012,0.0001,100.0,518.67,642.08,1582.08,1405.48,14.62,21.61,554.07,2388.09,9051.79,1.3,47.44,522.0,2388.03,8142.68,8.426,0.03,393,2388,100.0,38.69,23.4351,163,145,125,Low Risk,-0.5118894236459712,-0.49501091672921,-0.5583053176670649,2.9444389791664403,0.049723756906077346,0.0012041594578792293,79.43218735623681
29,19,0.0005,-0.0,100.0,518.67,642.27,1585.7,1405.25,14.62,21.61,553.75,2388.04,9056.57,1.3,47.41,521.79,2388.02,8134.03,8.4269,0.03,392,2388,100.0,39.0,23.3546,163,144,125,Low Risk,-0.5915407372755701,-0.5740629230688413,-0.6396047263440738,2.995732273553991,0.052486187845303865,0.0005,82.63635012109695
29,20,0.0046,-0.0003,100.0,518.67,642.98,1591.52,1395.22,14.62,21.61,553.6,2388.06,9052.66,1.3,47.37,522.13,2388.08,8139.29,8.4345,0.03,394,2388,100.0,38.75,23.2417,163,143,125,Low Risk,-0.1949909211047553,-0.22736691687840632,-0.10595693272721483,3.044522437723423,0.055248618784530384,0.004609772228646444,66.68419443794834
29,21,-0.005,0.0003,100.0,518.67,642.35,1585.9,1403.4,14.62,21.61,553.99,2388.09,9062.84,1.3,47.47,522.22,2388.07,8141.07,8.4164,0.03,393,2388,100.0,38.94,23.4182,163,142,125,Low Risk,-0.4901900052364693,-0.33497245517777513,-0.9170382678978781,3.091042453358316,0.058011049723756904,0.005008991914547277,78.55927685020079
29,22,-0.0001,-0.0004,100.0,518.67,642.36,1581.65,1408.38,14.62,21.61,554.21,2388.05,9062.68,1.3,47.44,521.75,2388.1,8136.41,8.3917,0.03,391,2388,100.0,38.94,23.3777,163,141,125,Low Risk,-0.6113379190866024,-0.5695206348395696,-0.7263354507659422,3.1354942159291497,0.06077348066298342,0.0004123105625617661,83.43273865403515
29,23,-0.0004,-0.0004,100.0,518.67,642.08,1587.41,1412.34,14.62,21.61,553.7,2388.07,9061.03,1.3,47.42,521.63,2388.08,8134.13,8.4581,0.03,393,2388,100.0,38.82,23.4316,163,140,125,Low Risk,-0.30995659228199113,-0.24081039697287185,-0.500108629382069,3.1780538303479458,0.06353591160220995,0.000565685424949238,71.30896088607336
29,24,0.0021,-0.0003,100.0,518.67,642.36,1588.52,1397.33,14.62,21.61,553.69,2388.1,9061.12,1.3,47.44,521.6,2388.08,8146.26,8.4306,0.03,393,2388,100.0,38.9,23.3503,163,139,125,Low Risk,-0.32076121183696515,-0.2883073733503822,-0.41000926767506835,3.2188758248682006,0.06629834254143646,0.0021213203435596424,71.74360230112296
29,25,-0.0027,0.0002,100.0,518.67,642.7,1582.0,1410.1,14.62,21.61,553.69,2388.07,9071.3,1.3,47.5,521.73,2388.04,8133.97,8.4458,0.03,394,2388,100.0,38.99,23.3378,163,138,125,Low Risk,-0.2814207523463433,-0.18386846770006035,-0.5496895351236213,3.258096538021482,0.06906077348066299,0.0027073972741361767,70.16103913036946
29,26,-0.0006,0.0003,100.0,518.67,642.85,1583.93,1403.11,14.62,21.61,553.81,2388.04,9063.81,1.3,47.34,521.35,2388.02,8139.72,8.4009,0.03,392,2388,100.0,38.87,23.3478,163,137,125,Low Risk,-0.4838696749592783,-0.5464054876351218,-0.3118961901007088,3.295836866004329,0.0718232044198895,0.0006708203932499369,78.30502659351365
29,27,-0.0057,0.0002,100.0,518.67,642.14,1581.13,1407.01,14.62,21.61,553.58,2388.04,9066.07,1.3,47.34,521.39,2388.05,8142.54,8.4456,0.03,393,2388,100.0,38.82,23.2559,163,136,125,Low Risk,-0.32434932840034164,-0.44989693079702264,0.020906578190530933,3.332204510175204,0.07458563535911603,0.00570350769263968,71.88794278923861
29,28,0.0003,0.0003,100.0,518.67,642.51,1584.15,1398.75,14.62,21.61,553.59,2388.07,9061.1,1.3,47.35,521.39,2388.09,8142.03,8.4323,0.03,392,2388,100.0,38.92,23.465,163,135,125,Low Risk,-0.4854999392558756,-0.4427219773426918,-0.6031393345171309,3.367295829986474,0.07734806629834254,0.0004242640687119285,78.37060783653406
29,29,0.0013,-0.0003,100.0,518.67,642.71,1585.42,1405.28,14.62,21.61,554.41,2388.12,9059.45,1.3,47.54,521.37,2388.03,8142.06,8.4124,0.03,394,2388,100.0,39.1,23.3463,163,134,125,Low Risk,-0.3652995765972017,-0.2062047755698707,-0.8028102794223618,3.4011973816621555,0.08011049723756906,0.0013341664064126333,73.53526352388874
29,30,0.0006,-0.0003,100.0,518.67,642.24,1587.79,1406.81,14.62,21.61,553.53,2387.98,9060.19,1.3,47.46,520.94,2388.09,8141.55,8.4218,0.03,393,2388,100.0,39.03,23.2323,163,133,125,Low Risk,-0.31139760611576583,-0.40703367445373817,-0.04839841818634211,3.4339872044851463,0.08287292817679558,0.0006708203932499369,71.36692908093957
29,31,0.004,-0.0002,100.0,518.67,642.45,1594.38,1399.43,14.62,21.61,553.87,2388.04,9059.28,1.3,47.36,521.49,2388.04,8144.61,8.4422,0.03,392,2388,100.0,38.91,23.3552,163,132,125,Low Risk,-0.38695453659833645,-0.364496612916659,-0.44871382672294935,3.4657359027997265,0.0856353591160221,0.004004996878900157,74.40638558513733
29,32,-0.0005,-0.0001,100.0,518.67,642.92,1590.24,1408.76,14.62,21.61,553.55,2388.07,9052.32,1.3,47.44,521.86,2388.05,8136.62,8.4209,0.03,393,2388,100.0,38.84,23.2284,163,131,125,Low Risk,-0.19197439125332752,-0.22757111029239585,-0.09408341389588959,3.4965075614664802,0.08839779005524862,0.0005099019513592785,66.56284737926728
29,33,0.0034,0.0001,100.0,518.67,642.29,1587.38,1405.33,14.62,21.61,553.9,2388.08,9064.09,1.3,47.38,521.83,2388.05,8141.57,8.4567,0.03,391,2388,100.0,38.79,23.2188,163,130,125,Low Risk,-0.30697309227014025,-0.3853465702553198,-0.09144602781089647,3.5263605246161616,0.09116022099447514,0.0034014702703389897,71.18894253092876
29,34,-0.0014,-0.0003,100.0,518.67,642.04,1584.55,1399.59,14.62,21.61,553.88,2388.01,9064.43,1.3,47.41,521.4,2388.06,8144.93,8.4102,0.03,394,2388,100.0,39.11,23.4038,163,129,125,Low Risk,-0.594913310325229,-0.5167355894777482,-0.8099020426558011,3.5553480614894135,0.09392265193370165,0.0014317821063276352,82.77201986080445
29,35,-0.0001,-0.0005,100.0,518.67,642.21,1584.01,1400.47,14.62,21.61,553.91,2388.09,9065.36,1.3,47.39,521.87,2388.03,8137.67,8.4419,0.03,392,2388,100.0,39.1,23.2586,163,128,125,Low Risk,-0.5332098291107218,-0.4985506612335256,-0.6285225407730107,3.58351893845611,0.09668508287292818,0.0005099019513592785,80.289851168783
29,36,-0.0036,0.0002,100.0,518.67,642.21,1593.72,1410.4,14.62,21.61,553.82,2388.09,9055.64,1.3,47.41,521.35,2388.09,8138.18,8.4093,0.03,392,2388,100.0,38.77,23.3937,163,127,125,Low Risk,-0.2866803802498524,-0.2882335378647204,-0.282409196808965,3.6109179126442243,0.09944751381215469,0.003605551275463989,70.37262012153569
29,37,0.0003,-0.0003,100.0,518.67,642.64,1586.85,1403.15,14.62,21.61,554.3,2388.04,9068.56,1.3,47.45,521.64,2388.04,8146.08,8.415,0.03,391,2388,100.0,39.09,23.3825,163,126,125,Low Risk,-0.5808746456821557,-0.45281835903941925,-0.9330294339496814,3.6375861597263857,0.10220994475138122,0.0004242640687119285,82.20728132143931
29,38,0.0014,-0.0004,100.0,518.67,642.33,1593.62,1407.88,14.62,21.61,553.59,2388.06,9070.89,1.3,47.52,521.74,2388.08,8139.29,8.4193,0.03,392,2388,100.0,38.87,23.4425,163,125,125,Low Risk,-0.317594800403272,-0.2146639914655214,-0.6006545249820858,3.6635616461296463,0.10497237569060773,0.0014560219778561037,71.61622590076317
29,39,-0.0013,-0.0003,100.0,518.67,642.17,1589.75,1405.89,14.62,21.61,553.31,2388.07,9056.31,1.3,47.63,521.9,2388.0,8139.27,8.3858,0.03,393,2388,100.0,38.8,23.2171,163,124,124,Low Risk,-0.32238341127734027,-0.45473036221912166,0.04157070381255851,3.6888794541139363,0.10773480662983426,0.0013341664064126333,71.8088591161982
29,40,0.0009,-0.0004,100.0,518.67,641.87,1592.14,1404.5,14.62,21.61,553.94,2388.06,9066.47,1.3,47.34,521.2,2388.08,8140.91,8.4476,0.03,392,2388,100.0,39.04,23.3557,163,123,123,Low Risk,-0.40915600642587246,-0.3575209362030625,-0.5511524495385997,3.713572066704308,0.11049723756906077,0.0009848857801796104,75.29949229869844
29,41,0.0021,-0.0004,100.0,518.67,642.75,1588.17,1400.6,14.62,21.61,553.5,2388.08,9059.69,1.3,47.28,522.02,2388.08,8137.88,8.427,0.03,392,2388,100.0,38.82,23.4085,163,122,122,Low Risk,-0.4201070672591393,-0.3828867775240884,-0.5224628640305293,3.7376696182833684,0.1132596685082873,0.0021377558326431947,75.74002466105024
29,42,-0.0018,-0.0004,100.0,518.67,642.54,1594.11,1413.29,14.62,21.61,554.23,2388.03,9056.58,1.3,47.59,521.73,2388.07,8135.83,8.4339,0.03,392,2388,100.0,38.92,23.4157,163,121,121,Low Risk,-0.3427503303437514,-0.1818226500171143,-0.7853014512420036,3.7612001156935624,0.11602209944751381,0.0018439088914585775,72.62816667979956
29,43,-0.0011,0.0004,100.0,518.67,642.84,1579.13,1402.77,14.62,21.61,553.32,2388.07,9058.47,1.3,47.38,522.23,2388.09,8138.63,8.4515,0.03,395,2388,100.0,39.03,23.2494,163,120,120,Low Risk,-0.2787675751766439,-0.21074464057196007,-0.4658306453395242,3.784189633918261,0.11878453038674033,0.0011704699910719625,70.05430879400288
29,44,0.0001,-0.0,100.0,518.67,642.41,1590.75,1404.87,14.62,21.61,553.63,2388.05,9064.51,1.3,47.55,521.86,2388.07,8138.48,8.42,0.03,391,2388,100.0,38.93,23.4377,163,119,119,Low Risk,-0.46853018947784536,-0.37543875481707545,-0.7245316347949626,3.8066624897703196,0.12154696132596685,0.0001,77.68795945460515
29,45,-0.0021,-0.0004,100.0,518.67,642.65,1589.98,1405.61,14.62,21.61,553.94,2388.07,9049.95,1.3,47.65,521.67,2388.16,8142.23,8.4247,0.03,391,2388,100.0,38.62,23.2942,163,118,118,Low Risk,-0.13820998690621877,-0.19301091983345026,0.012492578643667762,3.828641396489095,0.12430939226519337,0.0021377558326431947,64.40004685993128
29,46,0.0014,0.0004,100.0,518.67,642.54,1592.27,1405.9,14.62,21.61,553.83,2388.05,9058.01,1.3,47.26,521.93,2388.08,8145.39,8.42,0.03,394,2388,100.0,38.88,23.304,163,117,117,Low Risk,-0.2771069216691424,-0.22266621304269957,-0.42681887039186006,3.8501476017100584,0.1270718232044199,0.0014560219778561037,69.98750507298936
29,47,-0.0004,-0.0003,100.0,518.67,642.31,1592.54,1403.83,14.62,21.61,553.58,2388.09,9060.07,1.3,47.52,521.45,2388.07,8139.28,8.4489,0.03,393,2388,100.0,39.0,23.3055,163,116,116,Low Risk,-0.21674830207433557,-0.16358505325191086,-0.36294723633600345,3.871201010907891,0.1298342541436464,0.0005,67.55943662526236
29,48,0.0008,0.0004,100.0,518.67,642.8,1590.68,1407.53,14.62,21.61,553.69,2388.07,9058.26,1.3,47.42,521.51,2388.04,8142.19,8.4089,0.03,394,2388,100.0,38.85,23.4088,163,115,115,Low Risk,-0.2611450684777221,-0.1941257566422129,-0.44544817602537246,3.8918202981106265,0.13259668508287292,0.0008944271909999159,69.34540171871264
